Afrika	非洲
Largo, Florida	拉哥 (佛罗里达州)
Bridoré	布里多雷
Dercé	德尔瑟
Nedumangad	内杜芒格阿德
La Faute-sur-Mer	滨海拉福特
Belligné	贝利涅
Lescousse	莱斯库斯
Artannes-sur-Thouet	图埃河畔阿尔塔内
Isleton, Kalifornia	艾列頓 (加利福尼亞州)
Thibivillers	蒂比维莱尔 (瓦兹省)
Pardinho	帕尔迪纽
Les Gonds	莱斯贡德
Nécy	内西 (奥恩省)
Rayssac	赖萨克
La Comté	拉孔泰
Pommiers, Aisne	波米耶 (埃纳省)
Saint-Victor-et-Melvieu	圣维克托和梅尔维厄 (阿韦龙省)
Mornac-sur-Seudre	瑟德尔河畔莫尔纳克 (滨海夏朗德省)
Saint-Léger-du-Gennetey	圣莱热迪热内泰 (厄尔省)
3295 Murakami (1950 DH)	小行星3295
7215 Gerhard (1977 FS)	小行星7215
Bult	比尔 (孚日省)
Singtam	辛格塔姆
Sítio do Mato	锡蒂乌-杜马图
Vernon, Kalifornia	弗农 (加利福尼亚州)
Rilly-Sainte-Syre	里利圣西尔 (奥布省)
Elmira, New York	埃尔迈拉市 (纽约州)
Inman, South Carolina	英曼 (南卡罗来纳州)
Brabant-sur-Meuse	默斯河畔布拉邦
Jouhet	茹厄
Ingrandes-de-Touraine	安格朗代德图兰
Betchat	贝特沙
Cromínia	克罗米尼亚
Camphin-en-Pévèle	康凡昂佩韦勒
Morembert	莫朗贝尔 (奥布省)
Brainville-sur-Meuse	默斯河畔布兰维尔
7610 Sudbury (1995 XB)	小行星7610
Marcieu	马尔西厄 (伊泽尔省)
Availles-en-Châtellerault	沙泰勒罗地区阿韦勒
Clayton, Iowa	克莱顿 (艾奥瓦州)
Neuf-Église	纳埃格利斯 (多姆山省)
Newell, South Dakota	纽厄尔 (南达科他州)
Le Plantis	勒普朗蒂
Itinga	伊廷加
Heuilley-Cotton	厄伊莱科通
Nyoria Husainpur	恩约里亚胡赛恩普尔
Manhuaçu	马纽阿苏
Chapadão do Céu	沙帕当-杜塞乌
Fresnay-en-Retz	雷特地区弗雷斯奈
Saliès	萨利耶
Port Orchard, Washington	奥查德港 (华盛顿州)
Maisoncelle-Tuilerie	迈松塞尔蒂伊勒里耶 (瓦兹省)
Roclincourt	罗克兰库尔
Orsennes	奥尔瑟内 (安德尔省)
Saint-Vallier-sur-Marne	马恩河畔圣瓦利耶 (上马恩省)
7278 Shtokolov (1985 UW4)	小行星7278
Jussiape	茹西亚皮
Vaux-sur-Somme	索姆河畔沃村
Saint-Juéry, Aveyron	圣瑞埃里 (阿韦龙省)
Pinhão (Paraná)	皮尼扬
Droyes	德鲁瓦埃
Nova Esperança	新埃斯佩兰萨 (巴西)
Roussieux	鲁西厄 (德龙省)
Rieux, Marne	尔约 (马恩省)
Espeyrac	埃斯佩拉克
Vallet	瓦莱 (大西洋卢瓦尔省)
Douchapt	杜沙普
Beaudignies	博迪尼
Cruéjouls	克吕埃茹尔
Écordal	埃科尔达勒
Daltonganj	达尔通格阿恩杰
Montélier	蒙泰利耶 (德龙省)
Ballon, Charente-Maritime	巴隆 (滨海夏朗德省)
Pareci Novo	新帕雷西
Mário Campos	马留坎普斯
Denmark, South Carolina	丹麦 (南卡罗来纳州)
Faulx	福尔 (默尔特-摩泽尔省)
Sains-lès-Fressin	桑莱弗雷森
La Neuville-Garnier	拉纳维尔加尔涅
La Crosse, Wisconsin	拉克罗斯
Francisco Sá (Minas Gerais)	弗朗西斯科萨
Hollister, Kalifornia	霍利斯特 (加利福尼亚州)
Henry IV	亨利四世 (法兰西)
Angeville	昂热维勒
Neuville-près-Sées	讷维尔普雷塞埃 (奥恩省)
Laveyron	拉韦龙 (德龙省)
Lannemaignan	拉内迈尼昂
Montividiu	蒙蒂维迪乌
Saint-Cyr, Vienne	圣西
Villebout	维勒布 (卢瓦尔-谢尔省)
Fresnes, Loir-et-Cher	弗雷斯内 (卢瓦尔-谢尔省)
Palmetto Bay, Florida	棕榈湾 (佛罗里达州)
Marcq, Ardennes	马尔克
Isle, Haute-Vienne	伊斯尔
La Chaussée, Vienne	拉绍塞厄
Hot Springs, South Dakota	热泉 (南达科他州)
Virudhunagar	维鲁杜纳加尔
Marly, Nord	马尔利
Fairfield, Kentucky	费尔菲尔德 (肯塔基州)
Saint-Sauveur, Somme	圣索沃尔
Jaboticabal	雅博蒂卡巴尔
Patterson, Kalifornia	帕特森 (加利福尼亚州)
Saint-Geniès-de-Comolas	圣热涅德孔奥拉 (加尔省)
Les Damps	莱斯当普
Yorktown, Virginia	約克鎮
Chepy	谢皮 (马恩省)
Islamorada, Florida	伊斯拉摩拉 (佛罗里达州)
Namrup	纳姆鲁普
Pocancy	波康西 (马恩省)
Fouilloy, Oise	富伊卢瓦
Saint-Andéol-de-Clerguemort	圣昂代奥德克莱尔盖莫尔 (洛泽尔省)
Gruyères, Ardennes	格吕耶尔 (阿登省)
Puisseguin	皮伊瑟吉恩 (吉伦特省)
Chaillé-sous-les-Ormeaux	谢勒苏斯-勒奥尔莫
Payré	佩勒
Voltaire, North Dakota	伏尔泰 (北达科他州)
Sátiro Dias	萨蒂鲁迪亚斯
Khategaon	卡泰加奥恩
Tourtrol	图尔特罗 (阿列日省)
Chelers	谢莱尔
Palestina de Goiás	戈亚斯州帕莱斯蒂纳
Châlons-sur-Vesle	韦斯尔河畔沙隆
Cheissoux	谢苏
Autigny-le-Grand	大奥蒂尼
Le Puid	勒皮伊
Bom Jardim da Serra	邦雅尔丁-达塞拉
Unnao	乌纳奥
Elói Mendes	埃洛伊门迪斯
Chélieu	谢利厄
Maisoncelles, Haute-Marne	迈松瑟莱 (上马恩省)
Razines	拉齐内 (安德尔-卢瓦尔省)
Khatima	卡蒂马
Erloy	埃尔卢瓦
Urdens	于尔当 (热尔省)
Quet-en-Beaumont	博蒙地区屈埃 (伊泽尔省)
Morchies	莫尔希
Estrela do Norte (Goiás)	北埃斯特雷拉
Garça	加尔萨
Fillièvres	菲利耶夫尔
Boisset, Haute-Loire	布瓦塞 (上卢瓦尔省)
Estrela Velha	旧埃斯特雷拉
Loyalton, Kalifornia	洛亚尔顿 (加利福尼亚州)
Legé	莱热
Saint-Palais, Cher	圣帕莱 (谢尔省)
Sirohi	西罗希
Vicentinópolis	维森蒂诺波利斯
Turtle Lake, North Dakota	龟湖 (北达科他州)
2408 Astapovich (1978 QK1)	小行星2408
Tanzac	唐扎克 (滨海夏朗德省)
Boisville-la-Saint-Père	布瓦斯维尔拉圣佩尔
Boissy-sous-Saint-Yon	布瓦西苏圣伊翁
Nonoai	诺诺阿伊
Planrupt	普朗吕普 (上马恩省)
Hargnies, Nord	阿尔尼
Vila Flores	维拉弗洛雷斯
Anstaing	昂斯坦
Polk City, Florida	波克城市 (佛罗里达州)
Hermes, Oise	埃尔梅 (瓦兹省)
Coutiches	库蒂什
Bailleval	拜勒瓦
Vacaria	瓦卡里亚
Lisle, Loir-et-Cher	利斯尔 (卢瓦尔-谢尔省)
Columbus, Indiana	哥伦布 (印第安纳州)
Neemuch	内埃穆奇
NGC 1637	NGC 1637
NGC 4395	NGC 4395
NGC 2536	NGC 2536
NGC 4625	NGC 4625
NGC 2537	NGC 2537
Cândido Godói	坎迪杜-戈多伊
Rio Verde	里奥韦尔迪
Itapetininga	伊塔佩蒂宁加
Votorantim	沃托兰廷
NGC 2859	NGC 2859
NGC 250	NGC 250
Sapucaia do Sul	南萨普卡亚
Sumaré	蘇馬雷
NGC 514	NGC 514
NGC 7424	NGC 7424
NGC 4151	NGC 4151
Jaguarão	亞瓜龍
NGC 7319	NGC 7319
Santa Luzia (Minas Gerais)	聖盧西亞 (米納斯吉拉斯州)
Franklin, Massachusetts	富兰克林 (马萨诸塞州)
Cabanès, Aveyron	卡巴内 (阿韦龙省)
Anhembi	阿年比
La Férée	拉费雷
Saint-Pierre-de-Bœuf	圣皮耶尔德博厄 (卢瓦尔省)
Estrela do Indaiá	因达亚河畔埃斯特雷拉
Épeautrolles	埃波特罗莱
Drefféac	德雷费阿克
Hablainville	阿布兰维尔
Lans-en-Vercors	韦尔科尔地区朗
Lisitry ny zavatra madinidinika 188001-189000	小行星列表/188001-189000
Fantasia	幻想曲 (电影)
Pompignan, Tarn-et-Garonne	蓬皮尼昂
Les Plans, Hérault	莱斯普朗 (埃罗省)
Nielles-lès-Calais	涅勒莱布拉松
Breuil-le-Vert	布勒伊莱韦尔
Gujiao	古交市
Nambiyur	纳姆比尤尔
Lépine, Pas-de-Calais	莱皮讷
Gastonia, North Carolina	加斯托尼亞
23975 Akran (1999 CU81)	小行星23975
NGC 1553	NGC 1553
Hardivillers	阿尔迪维莱尔
Natchez, Mississippi	纳奇兹
NGC 4725	NGC 4725
Tourmignies	图尔米尼
Taraori	塔拉奥里
Château-la-Vallière	沙托拉瓦利埃
São José do Sul	南圣若泽
Bouxières-sous-Froidmont	布克西埃苏弗鲁瓦德蒙
Liberty, Mississippi	利伯蒂 (密西西比州)
7352 (1994 CO)	小行星7352
Pratânia	普拉塔尼亚 (巴西)
Silchar	西尔恰尔
Dampierre-au-Temple	当皮耶尔奥唐普尔
Lavalette, Aude	拉瓦莱特 (奥德省)
Espaly-Saint-Marcel	埃斯帕利圣马尔塞
Ilhabela	伊利亚贝拉
Elko, Nevada	埃尔科 (内华达州)
Lazy Lake, Florida	懒惰湖 (佛罗里达州)
Sangão	桑冈 (巴西)
Bavincourt	巴万库尔
São José do Seridó	圣若泽-杜塞里多
Sion-les-Mines	雄莱米内 (大西洋卢瓦尔省)
Bannay, Cher	巴奈 (谢尔省)
Maurens, Gers	莫朗 (热尔省)
Saint-Jean-du-Bouzet	圣热昂迪布泽
Pouzols	普佐尔 (埃罗省)
Mutum	穆通
Des Lacs, North Dakota	德拉克斯 (北达科他州)
Fountain Run, Kentucky	方廷伦
Espaubourg	埃斯波布尔
Vergné	韦尔涅 (滨海夏朗德省)
Cayuga, North Dakota	卡尤加 (北达科他州)
Humbécourt	安贝库尔
Prez-sous-Lafauche	普雷苏拉福克 (上马恩省)
Mireval	米勒瓦 (埃罗省)
Buzan, Ariège	比藏
Breuvannes-en-Bassigny	巴西尼地区布勒瓦内
Blaincourt-lès-Précy	布兰库尔莱普雷西
Sainte-Croix-en-Jarez	雅雷地区圣克鲁瓦 (卢瓦尔省)
Noirlieu	努瓦尔利厄 (马恩省)
Novy-Chevrières	诺维舍夫里耶尔
Sawai Madhopur	萨瓦伊马多普尔
Nova Campina	新坎皮纳
Rondinha	龙迪尼亚
Cébazat	塞巴扎
Selah, Washington	細拉 (華盛頓州)
Paraopeba	帕劳佩巴
Saint-Pierre-de-Chérennes	圣皮耶尔德谢雷内 (伊泽尔省)
Valentim Gentil	瓦伦廷任蒂尔
Baependi	巴埃彭迪
Meschers-sur-Gironde	吉龙德河畔梅斯谢尔 (滨海夏朗德省)
Arcis-le-Ponsart	阿尔西莱蓬萨尔
Jaquirana	雅基拉纳
Courçon	库尔松 (滨海夏朗德省)
Beaunay	博奈 (马恩省)
2335 James (1974 UB)	小行星2335
Marnay, Vienne	马尔奈
Saint-Ange-et-Torçay	圣昂格和托尔赛 (厄尔-卢瓦尔省)
Santa Fe Springs, Kalifornia	圣菲斯普林斯 (加利福尼亚州)
Los Alamitos, Kalifornia	洛斯阿拉米托斯 (加利福尼亚州)
La Habra, Kalifornia	拉哈布拉 (加利福尼亚州)
Laguna Niguel, Kalifornia	尼古湖 (加利福尼亚州)
Lake Elsinore, Kalifornia	湖埃尔西诺 (加利福尼亚州)
Le Cardonnois	勒卡尔多努瓦
Westminster, Colorado	威斯敏斯特 (科羅拉多州)
Hercules, Kalifornia	赫拉克勒斯 (加利福尼亚州)
Mazeirat	马泽拉 (克勒兹省)
Billy-le-Grand	大比利
Clayton, Kalifornia	克莱顿 (加利福尼亚州)
Hemet, Kalifornia	赫米特 (加利福尼亚州)
Lemon Grove, Kalifornia	莱蒙格罗韦 (加利福尼亚州)
Coachella, Kalifornia	科切拉 (加利福尼亚州)
Aliso Viejo, Kalifornia	亚里索维耶荷 (加利福尼亚州)
Meaucé	莫塞 (厄尔-卢瓦尔省)
Lisitry ny zavatra madinidinika 57001-58000	小行星列表/57001-58000
Harricourt	阿里库尔
Perdigão	佩尔迪冈
Saint-Auvent	圣奥旺
Bouvesse-Quirieu	布韦斯屈伊里厄
9833 Rilke (1982 DW3)	小行星9833
Izon	伊宗
Ponsonnas	蓬索纳 (伊泽尔省)
Migné-Auxances	米格奥克桑瑟
Lépron-les-Vallées	莱普龙莱瓦莱
Saint-Gorgon, Vosges	圣戈尔贡
Mimoso de Goiás	戈亚斯州米莫苏
Fresnay-le-Comte	弗雷斯奈莱孔特
Migron, Charente-Maritime	米格龙 (滨海夏朗德省)
Auby	欧比
Ronda Alta	上龙达
Cerisières	瑟里西埃
Palotina	帕洛蒂纳
Saint-Julien-en-Quint	屈安地区圣瑞利安 (德龙省)
Saint-Parres-lès-Vaudes	圣帕尔雷莱沃代 (奥布省)
Éméville	埃梅维尔
Pouso Alegre	波苏阿莱格里
Kurwai	库尔瓦伊
Paulista (Pernambuco)	保利斯塔
Palanpur	帕拉恩普尔
Luyères	吕伊埃雷 (奥布省)
Bias Fortes	比亚斯福特斯
Cliron	克利龙
Beutin	伯坦
11697 Estrella (1998 FX98)	小行星11697
Rivèrenert	里韦雷内尔 (阿列日省)
Chalais, Indre	沙莱 (安德尔省)
Montcabrier, Lot	蒙特卡布里耶 (洛特省)
Oiry	瓦里 (马恩省)
Caseiros	卡塞罗斯
Saint-Daunès	圣多内 (洛特省)
Luplanté	吕普朗泰
Marignac, Tarn-et-Garonne	马里尼亚克 (塔恩-加龙省)
Itambé do Mato Dentro	伊坦贝-杜马图登特鲁
Termes, Ardennes	泰爾姆
Vernou-sur-Brenne	布朗河畔韦尔努 (安德尔-卢瓦尔省)
Olivença (Alagoas)	奥利文萨 (巴西)
Teyssieu	泰西厄 (洛特省)
NGC 5474	NGC 5474
Arroio Grande	大阿罗约
Mahua Kheraganj	马胡阿凯拉甘杰
Oakley, Kalifornia	奥克利 (加利福尼亚州)
Gooty	戈奥特伊
Pleasant Hill, Kalifornia	普莱森特希尔 (加利福尼亚州)
Monchel-sur-Canche	康什河畔蒙谢尔
Marysville, Kalifornia	马里斯维尔 (加利福尼亚州)
Précy	普雷西 (谢尔省)
Ramsar, Mazandaran	拉姆薩爾
Sainte-Fauste	圣福斯特 (安德尔省)
Pousthomy	普斯托米 (阿韦龙省)
Fontaine-au-Bois	方丹欧布瓦
Thibie	蒂比耶 (马恩省)
Poncins	蓬桑 (卢瓦尔省)
Quintana (Brazila)	金塔纳
Claremont, New Hampshire	克萊爾蒙特 (新罕布什爾州)
Tijucas	蒂茹卡斯
Saint-Barthélemy-de-Bellegarde	圣巴尔泰莱米德贝勒加尔德 (多尔多涅省)
Bouquemont	布屈埃蒙
Maves	马韦 (卢瓦尔-谢尔省)
Saint-Genis-du-Bois	圣热尼迪布瓦 (吉伦特省)
Bazincourt-sur-Epte	埃普特河畔巴尔赞库尔
5890 Carlsberg (1979 KG)	小行星5890
Roumengoux	鲁芒古 (阿列日省)
Ichchapuram	伊奇恰普拉姆
Pedranópolis	佩德拉诺波利斯
Coltainville	科尔坦维尔
Ourizona	欧里佐纳
Saint-Sauveur, Dordogne	圣索弗 (多尔多涅省)
Villeporcher	维勒波尔谢 (卢瓦尔-谢尔省)
São Gonçalo do Sapucaí	萨普卡伊河畔圣贡萨洛
Ormoy-le-Davien	奥尔穆瓦莱达维安 (瓦兹省)
Hortolândia	奥托兰迪亚
Engenheiro Coelho	科埃柳工程师镇
Ubaí	乌巴伊
Castelnau-Barbarens	卡斯泰尔诺巴尔巴朗
Ailleville	阿耶维尔
Signéville	西涅维尔 (上马恩省)
Trépail	特雷佩 (马恩省)
Chasseguey	沙瑟盖
Hugo Benioff	胡戈·班尼奧夫
Cold Spring Harbor, New York	冷泉港
Ramecourt, Pas-de-Calais	拉默库尔
Mirassolândia	米拉索兰迪亚
Pedra Bonita	佩德拉博尼塔
Tracy, Kalifornia	特雷西 (加利福尼亚州)
Cudahy, Kalifornia	卡德希 (加利福尼亚州)
Rolling Hills Estates, Kalifornia	罗灵丘陵庄园 (加利福尼亚州)
Labeuvrière	拉伯夫里耶尔
Sonora, Kalifornia	索诺拉 (加利福尼亚州)
Bièvres, Ardennes	比耶夫尔 (阿登省)
Moulins, Aisne	穆兰 (埃纳省)
Littleton, Colorado	利特尔顿 (科罗拉多州)
Ione, Kalifornia	艾奥尼 (加利福尼亚州)
Marest-sur-Matz	马特河畔马雷斯 (瓦兹省)
Le Ménil-Scelleur	勒梅尼斯瑟勒
Dorris, Kalifornia	多里斯 (加利福尼亚州)
Luminárias	卢米纳里亚斯
Peyrusse-le-Roc	佩吕斯莱罗克 (阿韦龙省)
Messon	梅松 (奥布省)
Treasure Island, Florida	金银岛 (佛罗里达州)
Beaulencourt	博朗库尔
Springfield, South Dakota	斯普林菲尔德 (南达科他州)
Sambin	桑班 (卢瓦尔-谢尔省)
Bertoncourt	贝尔通库尔
Monsteroux-Milieu	蒙斯特鲁米利厄 (伊泽尔省)
Scranton, North Dakota	斯克兰顿 (北达科他州)
Saint-Python	圣皮顿
Lametz	拉梅斯
Rivarennes, Indre-et-Loire	里瓦雷内 (安德尔-卢瓦尔省)
Neuvy-Deux-Clochers	讷维德克洛舍尔 (谢尔省)
São Sebastião da Bela Vista	圣塞巴斯蒂昂—达贝拉维斯塔
Colombe	科隆布
Curt Schilling	柯特·席林
Saint-Jean-le-Vieux, Isère	圣让莱弗约 (伊泽尔省)
Dillon, Montana	迪龙 (蒙大拿州)
Soncourt-sur-Marne	马恩河畔松库尔 (上马恩省)
Conrad, Montana	康拉德 (蒙大拿州)
Baker, Montana	贝克 (蒙大拿州)
La Chapelle-Geneste	拉沙佩勒热内斯特
Restigné	雷斯蒂涅 (安德尔-卢瓦尔省)
Roundup, Montana	朗达普 (蒙大拿州)
Rolla, Missouri	罗拉
Artins	阿尔坦
Escœuilles	埃斯克耶
Panorama (Brazila)	帕诺拉马
Holdrege, Nebraska	霍爾德里奇
Glasgow, Montana	格拉斯哥 (蒙大拿州)
Rivières, Gard	里维埃 (加尔省)
Alexânia	亚历山尼亚
Villetritouls	维莱特里图尔 (奥德省)
Saint-Sauveur-Marville	圣索弗马尔维尔 (厄尔-卢瓦尔省)
Montchal	蒙特沙 (卢瓦尔省)
Muscatine, Iowa	馬斯卡廷 (愛阿華州)
Palatka, Florida	帕拉特卡 (佛羅里達州)
Tincques	丹克
Nicolau Vergueiro	尼古劳韦尔盖鲁
Paulo Afonso	保罗·阿方索城
Luziânia	卢齐阿尼亚
Terra Boa	特拉博阿
Townsend, Montana	汤森 (蒙大拿州)
Santo Antônio do Monte	圣安东尼奥-杜蒙蒂
Rosières, Tarn	罗西埃
NGC 1427	NGC 1427
Ibiraiaras	伊比莱亚拉斯
Carl Yastrzemski	卡尔·雅泽姆斯基
Mogi Guaçu	莫吉瓜苏
Saint-Avit-les-Guespières	圣阿维莱盖斯皮埃 (厄尔-卢瓦尔省)
2991 Bilbo (1982 HV)	小行星2991
Mirzapur	密札浦
Mascote	马斯科蒂
Annoville	阿诺维尔
Canet, Hérault	卡内 (埃罗省)
Lissay-Lochy	利赛洛希
Villentrois	维朗特鲁瓦 (安德尔省)
8722 Schirra (1996 QU1)	小行星8722
Durg	杜爾格
Judith Gap, Montana	朱迪斯加普 (蒙大拿州)
Simeyrols	西梅罗尔 (多尔多涅省)
Écuvilly	埃屈维利
Avricourt (Oise)	阿夫里库尔 (瓦兹省)
Malappuram	马拉普兰
9610 Vischer (1992 RQ)	小行星9610
La Chapelle-Heulin	拉沙佩勒厄兰
Manaurie	马诺里耶 (多尔多涅省)
Wayne, Nebraska	韦恩 (内布拉斯加州)
Otacílio Costa	奥塔西柳科斯塔
Durenque	迪朗克
Chaunay	绍奈
Mariana Pimentel	马里亚纳皮门蒂尔
Anamoose, North Dakota	阿纳穆斯 (北达科他州)
Sepmeries	塞普姆里
Chancelade	尚瑟拉德
Keytesville, Missouri	基斯维尔 (密苏里州)
Libby, Montana	利比 (蒙大拿州)
White Sulphur Springs, Montana	白硫磺泉镇 (蒙大拿州)
Guaíba	瓜伊巴
Couteuges	库特热
Valhuon	瓦永
Alpestre	阿尔佩斯特里
Canelinha	卡内利尼亚
La Geneytouse	拉热内图斯
Cirfontaines-en-Ornois	奥尔努瓦地区西尔丰泰内
Reginópolis	雷吉诺波利斯
Assencières	阿桑西埃
Sinard	西纳尔 (伊泽尔省)
Ariranha do Ivaí	阿里拉尼亚多伊瓦伊
Rawlins, Wyoming	羅林斯
Chausseterre	绍瑟泰尔
Bâlines	巴利内
Albias	阿尔比阿
São José das Missões	圣若泽-达斯米松伊斯
Croisy	克鲁瓦西
Rolling Hills, Kalifornia	罗灵丘陵 (加利福尼亚州)
Jequitaí	热基塔伊
Picada Café	皮卡达卡费
Montgesty	蒙特热斯蒂 (洛特省)
Wenatchee, Washington	韦纳奇 (华盛顿州)
Capão da Canoa	卡庞达卡诺阿
Cerisy-la-Salle	瑟里西拉萨尔
Esteio	埃斯特尤
Caiabu	凯亚布
Le Cercueil	勒塞尔屈埃
Boncé	邦塞
Chemiré-sur-Sarthe	萨尔特河畔谢米雷
Colstrip, Montana	科尔斯特里普 (蒙大拿州)
Marcenod	马尔桑奥 (卢瓦尔省)
Red Lodge, Montana	雷德洛治 (蒙大拿州)
Havre, Montana	哈佛 (蒙大拿州)
São Gonçalo do Abaeté	阿巴埃特河畔圣贡萨洛
Lewistown, Montana	刘易斯敦 (蒙大拿州)
Scottsbluff, Nebraska	斯科茨布拉夫 (内布拉斯加州)
Hastings, Nebraska	黑斯廷斯 (内布拉斯加州)
Sidney, Montana	西德尼 (蒙大拿州)
Ellendale, North Dakota	埃伦代尔 (北达科他州)
Éragny-sur-Epte	埃普特河畔埃拉尼
Noyers-Saint-Martin	努瓦埃尔圣马尔坦 (瓦兹省)
Sauzet, Lot	索泽 (洛特省)
Rosay-sur-Lieure	利耶于尔河畔罗赛 (厄尔省)
La Murette	拉米雷特
Momas	莫马 (比利牛斯-大西洋省)
Saint-Denis-sur-Loire	卢瓦尔河畔圣德尼 (卢瓦尔-谢尔省)
Ortoncourt	奥尔通库尔
Mouflaines	穆夫莱内 (厄尔省)
Miles City, Montana	迈尔斯城 (蒙大拿州)
Livingston, Montana	利文斯顿 (蒙大拿州)
Airon-Notre-Dame	阿龙诺特尔达姆
Saint-Victor-de-Morestel	圣维克托德莫雷斯泰 (伊泽尔省)
Febvin-Palfart	费万帕法尔
Anjou, Isère	昂茹
Forsyth, Montana	福塞斯 (蒙大拿州)
Deer Lodge, Montana	迪尔洛奇 (蒙大拿州)
Bettencourt-Rivière	贝当库尔里维耶尔
Cairu	凯鲁
Patrocínio	帕特罗西尼乌
Saint-Chef	圣舍 (伊泽尔省)
Valeilles	瓦莱莱 (塔恩-加龙省)
Poplar, Montana	波普勒 (蒙大拿州)
Tupã	图庞
Santa Rita do Araguaia	圣丽塔-杜阿拉瓜亚
Joussé	茹瑟
Oulins	乌兰 (厄尔-卢瓦尔省)
Sikeston, Missouri	赛克斯顿 (密苏里州)
Limoeiro de Anadia	利穆埃鲁-迪阿纳迪亚
Saint-Vrain, Marne	圣夫兰 (马恩省)
Serville	塞尔维尔 (厄尔-卢瓦尔省)
Les Bordes-sur-Arize	阿里兹河畔莱斯博尔代
Fortaleza dos Valos	福塔莱萨-杜斯瓦卢斯
Capela do Alto Alegre	卡佩拉-杜阿尔图阿莱格里
Westfália	韦斯特法利亚
Nova Veneza (Santa Catarina)	新韦内扎
Wicres	维克尔
Couffoulens	库富朗
Chagny, Ardennes	沙尼 (阿登省)
Juignettes	瑞伊盖泰
Arpheuilles, Indre	阿尔弗伊莱 (安德尔省)
Encourtiech	昂库尔蒂耶克
Saint-Roch, Indre-et-Loire	圣罗克 (安德尔-卢瓦尔省)
Malras	马尔拉 (奥德省)
Robersart	罗贝尔萨尔
Bourg-de-Visa	布尔德维萨
Massieu	马西厄 (伊泽尔省)
Matougues	马图盖 (马恩省)
Froges	弗罗热
Le Brignon	勒布里尼翁
Bernaville	贝尔纳维尔
Vertheuil	韦尔特伊 (吉伦特省)
Milton, Florida	米尔顿 (佛罗里达州)
Grand-Rozoy	大罗祖瓦
Montrozier	蒙特罗齐耶 (阿韦龙省)
Le Mesnil-Saint-Firmin	勒梅斯尼圣菲尔曼
Jataí	雅塔伊
Cers, Hérault	塞尔 (埃罗省)
Lironcourt	利龙库尔
Le Tremblay-Omonville	勒特朗布莱奥蒙维尔
Poliénas	波利埃纳 (伊泽尔省)
Malta, Montana	马耳他 (蒙大拿州)
Senneçay	瑟内赛 (谢尔省)
Polson, Montana	波尔森 (蒙大拿州)
Bioule	比乌勒
Areial	阿雷亚尔
Villiers-le-Bâcle	维利耶尔勒巴克尔
Kirkwood, Missouri	柯克伍德 (密蘇里州)
Sailly-en-Ostrevent	萨伊昂奥斯特雷旺
Vallereuil	瓦勒勒伊 (多尔多涅省)
Birigui	比里吉
Rethondes	雷通代 (瓦兹省)
Dom Basílio	唐巴西利乌
Livet-et-Gavet	利韦和加韦
Friauville	弗里奥维尔
Masoala	馬蘇阿拉國家公園
Le Theil-Nolent	勒泰诺朗
Américo de Campos	阿尔瓦里斯弗洛伦西
Hobson, Montana	霍布森 (蒙大拿州)
La Neuville-sur-Oudeuil	乌德伊河畔拉纳维尔
Aurensan, Gers	奥朗桑 (热尔省)
Hardin, Montana	哈丁 (蒙大拿州)
Vandrimare	旺德里马尔 (厄尔省)
Plentywood, Montana	坡兰特伍德 (蒙大拿州)
Tubersent	蒂贝尔桑
Bosroger	博斯罗热
Oshkosh, Nebraska	奥什科什 (内布拉斯加州)
Thomer-la-Sôgne	托梅拉索尼 (厄尔省)
Chissay-en-Touraine	图兰地区希赛
Saulchoy	索尔舒瓦
Ayron	艾龙
Rignac, Aveyron	里尼亚克 (阿韦龙省)
Domremy-Landéville	东雷米朗代维尔
Lorp-Sentaraille	洛尔桑塔赖尔
Froidfond	弗鲁瓦德丰
Sorigny	索里尼 (安德尔-卢瓦尔省)
Itanagra	伊塔纳格拉
Marigny-le-Châtel	马里尼莱沙泰 (奥布省)
Mauldin, South Carolina	莫尔丁 (南卡罗来纳州)
Saint-Martin-des-Champs, Cher	圣马丹代尚普 (谢尔省)
Broué	布鲁埃
Jorxey	若尔克塞
Rio Real	里奥雷亚
Le Margnès	莱马尔涅
Béthonsart	贝通萨尔
Germantown, Kentucky	日耳曼 (肯塔基州)
La Trinité-de-Thouberville	拉特里尼泰德图贝尔维尔
Dommartin-le-Franc	多马尔坦莱弗朗克
Bellou-en-Houlme	乌尔姆地区贝卢
Meyrieu-les-Étangs	梅里厄莱埃唐格 (伊泽尔省)
Chinook, Montana	奇努克 (蒙大拿州)
Escandolières	埃斯康多利埃
Three Forks, Gallatin County, Montana	斯里福克斯 (蒙大拿州)
Plattsmouth, Nebraska	普拉茨茅斯
Sains-lès-Marquion	桑莱马基永
Pignols	皮尼奥尔 (多姆山省)
Nouhant	努昂 (克勒兹省)
Lincoln, Kalifornia	林肯 (加利福尼亚州)
Chenevières	谢内维埃
Sarton, Pas-de-Calais	萨顿 (法国)
Cape Canaveral, Florida	卡纳维拉尔角 (佛罗里达州)
Levet	勒韦 (谢尔省)
Relevant, Ain	勒勒旺
Itapebi	伊塔佩比
Prémian	普雷米昂 (埃罗省)
Orbigny-au-Mont	奥尔比尼奥蒙 (上马恩省)
Ronan, Montana	罗南 (蒙大拿州)
Sufian	蘇菲安
Qasr-e Qand	甘德堡
Troy, Montana	特洛伊 (蒙大拿州)
Autreville-sur-la-Renne	拉-朗河畔奥特勒维尔
